Arquivo|indicacao|indication|ATC_1|ATC_2|ATC_3|ATC_4
bula7458|O brometo de ipratrópio é indicado como broncodilatador para o tratamento de manutenção do broncoespasmo associado à doença pulmonar obstrutiva Crônica DPOC, que inclui bronquite crônica e enfisema. O brometo de ipratrópio solução para inalação também é indicado em combinação com medicação beta-2-agonista no tratamento do broncoespasmo agudo associado à asma e à doença pulmonar obstrutiva crônica DPOC, incluindo bronquite crônica.|Ipratropium bromide is indicated as a bronchodilator for the maintenance treatment of bronchospasm associated with Chronic obstructive pulmonary disease COPD, which includes chronic bronchitis and emphysema. Ipratropone bromide Solution for inhalation is also indicated in combination with beta-2-agonist medication in the treatment of acute bronchospasm associated with asthma and chronic obstructive pulmonary disease COPD, including chronic bronchitis.|R|R03|R03K|R03K1
bula3536|MODURETICr é indicado para pacientes nos quais há suspeita de depleção de potássio ou naqueles em que essa depleção é prevista. A combinação do cloridrato de amilorida com a hidroclorotiazida minimiza a possibilidade de desenvolvimento de perda excessiva de potássio em pacientes submetidos a uma diurese intensa por períodos prolongados. MODURETICr, com o componente cloridrato de amilorida conservador de potássio, está especialmente indicado para as condições em que o efeito positivo sobre o balanço de potássio for particularmente importante. MODURETICr pode ser usado isoladamente ou como adjuvante a outros anti-hipertensivos para o tratamento de  hipertensão  edema de origem cardíaca  cirrose hepática com ascite e edema.|MODURETICr is indicated for patients in whom there is suspicion of potassium depletion or in those in which this depletion is predicted. The combination of Amiloride With hydrochlorothiazide minimizes the possibility of developing excessive potassium loss in patients undergoing intense diuresis for prolonged periods. MODURETICr, with the hydrochloride component of Amiloride is especially indicated for the conditions under which the positive effect on the potassium balance is particularly important. MODURETICr May be used alone or as an adjuvant to other antihypertensive drugs for the treatment of of hypertension  Edema of cardiac origin hepatic cirrhosis with ascitis and edema.|C|C03|C03A|C03A5
bula802|Tromizir azitromicina di-hidratada comprimidos revestidos é indicado em infecções causadas por organismos suscetíveis, em infecções do trato respiratório inferior incluindo bronquite e pneumonia, em infecções da pele e tecidos moles, em otite média aguda e infecções do trato respiratório superior incluindo sinusite e faringite/tonsilite. Penicilina é o fármaco de escolha usual no tratamento de faringite devido a Streptococcus pyogenes, incluindo a profilaxia da febre reumática. A azitromicina geralmente é efetiva na erradicação do estreptococo da orofaringe porém dados que estabelecem a eficácia da azitromicina e a subsequente prevenção da febre reumática não estão disponíveis no momento. Nas doenças sexualmente transmissíveis no homem e na mulher, Tromizir é indicado no tratamento de infecções genitais não complicadas devido a Chlamydia trachomatis. É também indicado no tratamento de cancro devido a Haemophilus ducreyi, e em infecções genitais não complicadas devido a Neisseria gonorrhoeae sem resistência múltipla. Infecções concomitantes com Treponema pallidum devem ser excluídas.|Thromizir azithromycin dihydrate coated tablets is indicated in infections caused by susceptible organisms, in infections of the lower respiratory tract including bronchitis and pneumonia, in skin and soft tissue infections, in acute otitis media and Upper respiratory tract infections including sinusitis and pharyngitis/tonsilitis. Penicillin is the usual drug of choice in the treatment of pharyngitis due to Streptococcus pyogenes, including the prophylaxis of rheumatic fever. Azithromycin is generally effective in eradicating the oropharynx streptococci but data establishing the efficacy of azithromycin and subsequent prevention of rheumatic fever are not available at this time. In sexually transmitted diseases in man and woman, Tromizir is indicated in the treatment of uncomplicated genital infections due to Chlamydia trachomatis. It Is also indicated in the treatment of cancer due to Haemophilus ducreyi, and in uncomplicated genital infections due to Neisseria gonorrhoeae without multiple resistance. Concomitant Infections with Treponema pallidum should be excluded.|J|J01|J01F|J01F0
bula2357|1-INDICAÇÕES Gynomaxr tioconazol, tinidazol é indicado para o tratamento de infecções vaginais causadas por Candida, Trichomonas e Gardnerella, ou infecções mistas resultantes de duas ou mais dessas espécies. 2.|1-INDICATIONS GYNOMAXR thioconazole, Tinidazole is indicated for the treatment of vaginal infections caused by Candida, Trichomonas and Gardnerella, or mixed infections resulting from two or more of these species. 2.|G|G01|G01A|G01A2
bula6166|pantoprazol 20 mg é indicado para  Tratamento das lesões gastrintestinais leves.  Alívio dos sintomas gastrintestinais decorrentes da secreção ácida gástrica.  Gastrites ou gastroduodenites agudas ou crônicas e dispepsias não-ulcerosas.  Tratamento da doença por refluxo gastroesofágico sem esofagite, das esofagites leves e de manutenção de pacientes com esofagite de refluxo cicatrizada para prevenção de recidivas em adultos e pacientes pediátricos acima de 5 anos.  Profilaxia das lesões agudas da mucosa gastroduodenal induzidas por medicamentos como os antiinflamatórios não- hormonais. pantoprazol 40 mg é indicado para  Tratamento de úlcera péptica duodenal e úlcera péptica gástrica.  Tratamento de esofagite de refluxo moderada ou grave em adultos e pacientes pediátricos acima de 5 anos. Para as esofagites leves, recomenda-se pantoprazol 20 mg comprimidos revestidos.  Erradicação do Helicobacter pylori com a finalidade de evitar a recorrência de úlcera gástrica ou duodenal causada por este microorganismo. Neste caso, deve ser associado a dois antibióticos adequados.  Tratamento da síndrome de Zollinger-Ellison e de outras doenças que produzem ácido em excesso no estômago.|Pantoprazole 20 mg is indicated for Treatment of mild gastrointestinal lesions.  Relief of gastrointestinal symptoms resulting from gastric acid secretion.  Acute or chronic Gastritis or gastroduodenitis and non-ulcerous dyspepsies.  Treatment of gastroesophageal reflux disease without esophagitis, mild esophagitis and maintenance of patients with healed reflux esophagitis for prevention of recurrences in adults and pediatric patients over 5 years.  Prophylaxis of acute lesions of the gastroduodenal mucosa induced by medications such as non-hormonal anti-inflammatory drugs. Pantoprazole 40 mg is indicated for Treatment of duodenal peptic ulcer and gastric peptic ulcer.  Treatment of moderate or severe reflux esophagitis in adults and pediatric patients over 5 years. For mild esophagitis, Pantoprazole 20 mg coated tablets are recommended.  Eradication of Helicobacter pylori in order to avoid recurrence of gastric or duodenal ulcer caused by this microorganism. In This case, it should be associated with two appropriate antibiotics.  Treatment of Zollinger-Ellison syndrome and other diseases that produce excess acid in the stomach.|A|A02|A02B|A02B2
bula4001|O cetoprofeno é um medicamento anti-inflamatório, analgésico e antitérmico. Este medicamento é destinado ao tratamento de inflamações e dores decorrentes de processos reumáticos e traumatismos, e de dores em geral. Desta forma, o cetoprofeno pode ser utilizado no tratamento da dor no pré e pós-operatório e outras patologias dolorosas.|Ketoprofen is an anti-inflammatory, analgesic and antithermal medicine. This Medicine is intended for the treatment of inflammations and pains resulting from rheumatic processes and traumas, and of pains in general. Thus, Ketoprofen can be used in the treatment of pre-and postoperative pain and other painful pathologies.|M|M01|M01A|M01A1
bula6048|Este medicamento é indicado para  alívio de estados dolorosos agudos nos quais exista um componente inflamatório como, por exemplo, dor de garganta  uso analgésico e antipirético em adultos, como por exemplo para dor de dente, dor abdominal e pélvica, cefaleia, sintomas de gripe e resfriado  condições periarticulares e musculoesquelético, como por exemplo, torcicolo, bursite, tendinite, lombalgia, artralgia, dor nas pernas, cotovelo do tenista, dor reumática  condições pós-traumáticas entorses, distensões, contusões, lesões leves decorrentes de prática esportiva.|This Medicine is indicated for relief of acute painful states in which there is an inflammatory component such as sore throat analgesic and antipyretic use in adults, for example for toothache, abdominal and pelvic pain, headache, Flu symptoms and cold periarticular and musculoskeletal conditions, such as Torticollis, bursitis, tendinitis, low back pain, arthralgia, leg ache, tennis elbow, rheumatic pain, post-traumatic conditions, sprains, distensions, Bruises, slight injuries resulting from sports practice.|M|M01|M01A|M01A1
bula8065|O oxalato de escitalopram é indicado para  Tratamento e prevenção da recaída ou recorrência da depressão  Tratamento do transtorno do pânico, com ou sem agorafobia  Tratamento do transtorno de ansiedade generalizada TAG  Tratamento do transtorno de ansiedade social fobia social  Tratamento do transtorno obsessivo compulsivo TOC.|Escitalopram oxalate is indicated for Treatment and prevention of relapse or recurrence of depression Treatment of panic disorder, with or without agoraphobia Treatment of generalized Anxiety disorder TAG Treatment of social anxiety disorder Social phobia Treatment of obsessive compulsive disorder OCD.|N|N06|N06A|N06A4
bula4751|PREDSIGMA é indicado como agente anti-inflamatório e imunossupressor em patologias cujos mecanismos fisiopatológicos envolvam processos inflamatórios e/ou autoimunes para o tratamento de condições endócrinas e em composição de esquemas terapêuticos em algumas neoplasias - Distúrbios Endócrinos Insuficiência adrenocortical primária ou secundária sendo que corticosteroides naturais como cortisona ou hidrocortisona são de primeira escolha. Análogos sintéticos podem ser utilizados em conjunto com mineralocorticoides, quando necessário na infância a suplementação de mineralocorticoides é especialmente importante hiperplasia adrenal congênita tireoidite não-supurativa hipercalcemia associada ao câncer. - Distúrbios Reumáticos Como terapia adjuvante para administração a curto prazo para reverter paciente em episódio agudo ou exacerbado em artrite psoriática, artrite reumatoide, incluindo artrite reumatoide juvenil em casos particulares serão utilizadas terapias de manutenção de baixas doses espondilite anquilosante bursite aguda e subaguda tenossinovite aguda inespecífica artrite gotosa aguda osteoartrite pós-traumática sinovites osteoartríticas epicondilites. - Colagenoses Durante exacerbação ou como terapia de manutenção em casos particulares de lúpus eritematoso sistêmico, cardite reumática aguda. - Doenças Dermatológicas Pênfigo dermatite herpetiforme bolhosa eritema multiforme grave Síndrome de Stevens-Johnson dermatite esfoliativa micoses fungoides psoríase grave dermatite seborréica grave. - Estados Alérgicos Controle de condições alérgicas graves ou incapacitantes refratárias aos meios adequados de tratamentos convencionais rinite alérgica perene ou sazonal dermatite de contato dermatite atópica doenças do soro reações de hipersensibilidade a drogas. - Doenças Oftálmicas Processos inflamatórios e alérgicos agudos e crônicos graves envolvendo o olho e seus anexos como úlceras marginais alérgicas da córnea herpes zoster oftálmico inflamação do segmento anterior coroidite e uveíte posterior difusa oftalmia simpática conjuntivite alérgica ceratite coriorretinite neurite óptica irites e iridociclites. - Doenças Respiratórias Sarcoidose sintomática Síndrome de Lefler não-tratável por outros meios beriliose tuberculose pulmonar fulminante ou disseminada quando usado concomitantemente à quimioterapia antituberculose apropriada pneumonite por aspiração asma brônquica. - Distúrbios Hematológicos Púrpura trombocitopênica idiopática em adultos trombocitopenia secundária em adultos anemia hemolítica adquirida autoimune eritroblastopenia anemia eritrocítica anemia hipoplásica congênita eritroide. - Doenças Neoplásicas Para o tratamento paliativo de leucemia e linfomas em adultos leucemia aguda infantil. - Estados Edematosos Para indução de diurese ou remissão da proteinúria na síndrome nefrótica idiopática ou devida ao lúpus eritematoso, sem uremia. - Doenças Gastrintestinais Manutenção do paciente após um período crítico da doença em colite ulcerativa e enterite regional. - Doenças Neurológicas Exacerbações agudas da esclerose múltipla.|PREDSIGMA is indicated as an anti-inflammatory and immunosuppressive agent in pathologies whose pathophysiological mechanisms involve inflammatory and/or autoimmune processes for the treatment of endocrine conditions and in the composition of therapeutic regimens in Some neoplasms-Endocrine Disorders Primary or secondary adrenocortical Insufficiency being that natural corticosteroids such as cortisone or hydrocortisone are of first choice. Synthetic Analogues can be used in conjunction with mineralocorticoids, when necessary in infancy mineralocorticoid supplementation is especially important congenital adrenal hyperplasia non-suppurative thyroiditis hypercalcemia associated with cancer. -Rheumatic Disorders As adjuvant therapy for short-term administration to revert patient in acute or exacerbated episode in psoriatic arthritis, rheumatoid arthritis, including juvenile rheumatoid arthritis in particular cases will be used Maintenance therapies for low doses spondylitis ankylosing acute and subacute tenosynovitis acute nonspecific arthritis gouty Acute Osteoarthritis post-traumatic osteoarthritic synovitis epicondylites. -Collagenoses During exacerbation or as maintenance therapy in particular cases of systemic lupus erythematosus, acute rheumatic carditis. -Dermatological Diseases Pemphigus dermatitis herpetiformis bullosa erythema severe multiforme Stevens-Johnson syndrome exfoliative dermatitis mycoses mycosis Psoriasis Severe seborrheic dermatitis severe. -Allergic States Control of severe or incapacitating allergic conditions refractory to adequate means of conventional treatments perennial allergic rhinitis or seasonal contact dermatitis atopic dermatitis Serum diseases hypersensitivity reactions to Drugs. -Ophthalmic Diseases Acute and severe chronic inflammatory and allergic Processes involving the eye and its attachments as marginal allergic ulcers of the corneal herpes zoster ophthalmic inflammation of the anterior segment Choriditis and posterior diffuse uvete ophthalmomia Sympathetic conjunctivitis allergic keratitis Chorioretinitis optic neuritis iritis and iridocylites. -Respiratory Diseases Symptomatic Sarcoidosis Lefler Syndrome non-treatable by other means beriliosis fulminant or disseminated pulmonary tuberculosis when used concomitantly with appropriate antituberculosis chemotherapy aspiration pneumonitis Bronchial asthma. -Hematological Disorders idiopathic thrombocytopenic Purpura in adults secondary thrombocytopenia in adults haemolytic anemia acquired Autoimmune Erythroblastopenia anemia erythrocytic anemia hypoplastic congenital erythroid. -Neoplastic Diseases For The palliative treatment of leukemia and lymphomas in Adult childhood acute leukemia. -Edematous States For induction of diuresis or remission of proteinuria in idiopathic nephrotic syndrome or due to lupus erythematosus, without uremia. -Gastrointestinal Diseases Maintenance of the patient after a critical period of the disease in ulcerative colitis and regional enteritis. -Neurological Disorders Acute Exacerbations of multiple sclerosis.|H|H02|H02A|H02A2
bula188|Este medicamento é indicado para o tratamento de Infecções agudas causadas por cepas susceptíveis de Pseudomonas Aeruginosa. Infecções do trato urinário, meninges e sangue. Infecções causadas por cepas susceptíveis dos seguintes microorganismos, quando drogas com menor potencial tóxico são ineficazes ou contra indicadas H. Influenzae, especificamente em infecções das meninges. Escherichia coli, especificamente em infecções do trato urinário. Aerobacter aerogenes, especificamente no caso de bacteremias. Klebsiella pneumoniae, especificamente no caso de bacteremias.|This Medicine is indicated for the treatment of acute Infections caused by strains susceptible to Pseudomonas Aeruginosa. Urinary tract Infections, meninges and blood. Infections caused by strains susceptible to the following Microorganisms, when drugs with lower toxic potential are ineffective or Against indicated H. Influenzae, specifically in meninges infections. Escherichia coli, specifically in urinary tract infections. Aerobacter Aerogenes, specifically in the case of Bacteremias. Klebsiella Pneumoniae, specifically in the case of Bacteremias.|J|J01|J01X|J01X2
bula1457|A pasta ONCILEG-A é indicada para o tratamento auxiliar e para o alívio temporário de sintomas associados com lesões inflamatórias e lesões ulcerativas orais resultantes de trauma1. 1 CID K12 - Estomatite e lesões correlata.|The ONCILEG-A paste is indicated for the auxiliary treatment and for the temporary relief of symptoms associated with inflammatory lesions and oral ulcerative lesions resulting from trauma 1. 1 ICD K12-Stomatitis and correlates lesions.|A|A01|A01A|A01A3
bula4727|Pisa dicloridrato de pramipexol é indicado para o tratamento dos sinais e sintomas da doença de Parkinson idiopática, podendo ser usado como monoterapia sem levodopa ou associado à levodopa.|Dihydrochloride Pisa of Pramipexole is indicated for the treatment of signs and symptoms of idiopathic Parkinson's disease, and can be used as monotherapy without levodopa or associated with levodopa.|N|N04|N04A|N04A0
bula5761|Harvoni é indicado, em combinação ou não com ribavirina, para o tratamento da Hepatite C Crônica HCC genótipo 1 em adultos ver POSOLOGIA E MODO DE USAR, ADVERTÊNCIAS E PRECAUÇÕES e.|Harvoni is indicated, in combination or not with ribavirin, for the treatment of Chronic Hepatitis C HCC genotype 1 in adults see POSOLOGY And MODE OF USE, WARNINGS And PRECAUTIONS and.|J|J05|J05D|J05D3
bula3023|Anti-inflamatório com ação analgésica. Antineurítico. Nas lombalgias, cervicalgias, braquialgias, radiculite, neuropatias periféricas de etiopatogenia diversa, neuralgias faciais, neuralgia do trigêmeo, neuralgia intercostal, neuralgia herpética, síndrome do conduto do carpo, fibromialgia, espondilite.|Anti-inflammatory with analgesic action. Antineurytic. In the Lumbalgias, Cervicalgias, Braquialgias, Radiculitis, peripheral neuropathies of diverse etiopathogenesis, facial neuralgia, trigeminal neuralgias, intercostal neuralgia, herpetic neuralgia, carpal conduit syndrome, fibromyalgia, spondylitis.|M|M01|M01A|M01A2
bula4462|Este medicamento é destinado à proteção e tratamento das assaduras, e é feito especialmente para a pele sensível do bebê. Hipodermer também protege contra a ação de agentes naturais como sol, vento, poeira, água do mar, etc.|This Medicine is intended for the protection and treatment of diaper rash, and is specially made for the baby's sensitive skin. Hipodermer Also protects against the action of natural agents such as sun, wind, dust, seawater, etc.|D|D03|D03A|D03A9
bula7682|O dipropionato de betametasona  sulfato de gentamicina é indicado para o alívio das manifestações inflamatórias de dermatoses sensíveis aos corticosteroides complicadas por infecção secundária causada por bactérias sensíveis à gentamicina, ou quando houver suspeita de tais infecções. Estas dermatoses incluem psoríase, dermatite alérgica de contato eczema, dermatite atópica, neurodermatite circunscrita líquen simples crônico, líquen plano, intertrigo eritematoso, disidrose pompholyx, dermatite seborreica, dermatite esfoliativa, dermatite solar, dermatite de estase e pruridos anogenital.|Betamethasone Dipropionate of gentamicin sulfate is indicated for relief of inflammatory manifestations of corticosteroid-sensitive dermatoses complicated by secondary infection caused by gentamicin-susceptible bacteria, or when there is Suspected of such infections. These dermatoses include psoriasis, allergic contact dermatitis eczema, atopic dermatitis, neurodermatitis circumscrita chronic lichen simplex, lichen planus, erythematous intertrigo, Pompholyx dyshidrosis, seborrheic dermatitis, exfoliative dermatitis, Solar dermatitis, stasis dermatitis and anogenital pruriasis.|D|D07|D07B|D07B1
bula1967|Como agente antidiabético, associado ao regime alimentar, para o tratamento de - Diabetes mellitus tipo 2, não dependente de insulina diabetes da maturidade, diabetes do obeso, diabetes em adultos de peso normal, isoladamente ou complementando a ação de outros antidiabéticos como as sulfonilureias em adultos e crianças acima de 10 anos - Diabetes mellitus tipo 1, dependente de insulina, como complemento da insulinoterapia em casos de diabetes instável ou insulino-resistente ver Advertências e precauções. Também indicado na Síndrome dos Ovários Policísticos Síndrome de Stein-Leventhal.|As an antidiabetic agent, associated with the diet, for the treatment of Diabetes mellitus type 2, not dependent on insulin diabetes of maturity, diabetes of the obese, diabetes in adults of normal weight, alone or complementing the action of other Antidiabetics such as Sulphonylureas In adults and children over 10 years-Diabetes mellitus type 1, insulin-dependent, as a complement to insulinotherapy in cases of unstable diabetes or Insulino-Resistant See Warnings and precautions. Also indicated in the Polycystic Ovary Syndrome Stein-Leventhal.|A|A10|A10J|A10J1
bula2642|Dor Neuropática Pregabalina cápsulas duras é indicado para o tratamento da dor neuropática em adultos. Epilepsia Pregabalina é indicado como terapia adjunta das crises parciais, com ou sem generalização secundária, em pacientes adultos. Transtorno de Ansiedade Generalizada TAG Pregabalina é indicado para o tratamento do Transtorno de Ansiedade Generalizada TAG em adultos. Fibromialgia Pregabalinaé indicado para o controle de fibromialgia.|Neuropathic Pain Pregabalin Hard Capsules is indicated for the treatment of neuropathic pain in adults. Epilepsy Pregabalin is indicated as adjunct therapy of partial seizures, with or without secondary generalization, in adult patients. Generalized Anxiety Disorder TAG Pregabalin is indicated for the treatment of Generalized Anxiety Disorder TAG in adults. Fibromyalgia Pregabalinais indicated for the control of fibromyalgia.|N|N03|N03A|N03A0
bula5521|DORFLAN é indicado para o alívio da dor, inflamação, inchaço, tais como -Lesões em tecidos moles traumas em tendões, ligamentos, músculos e articulações, por exemplo, devido a entorses, lesões e contusões ou dores nas costas lesões esportivas -Formas localizadas de reumatismos de tecidos moles tendinite por exemplo, cotovelo de tenista, bursite, síndrome ombro-mão e periartropatia. Para o alívio da dor de osteoartrite de joelhos ou dedos.|DORFLAN is indicated for the relief of pain, inflammation, swelling, such as-Injuries in soft tissues traumas in tendons, ligaments, muscles and joints, for example due to sprains, injuries and bruises or back pain sports injuries-localized Forms of soft tissue rheumatism for example, tennis elbow, bursitis, shoulder-hand syndrome and periarthropathy. For pain relief from osteoarthritis of the knees or fingers.|M|M02|M02A|M02A0
bula3874|Auropennzr injetável é indicado em infecções causadas por microrganismos suscetíveis. As indicações mais comuns são as infecções do trato respiratório inferior e superior incluindo sinusite, otite média e epiglotite pneumonias bacterianas infecções do trato urinário e pielonefrite infecções intra-abdominais incluindo peritonite, colecistite, endometrite e celulite pélvica septicemia bacteriana infecções da pele e tecidos moles, infecções do osso e articulações e infecções gonocócicas. Auropennzr injetável pode ser administrado também no peri-operatório para reduzir a incidência de infecções em ferimentos pósoperatórios em pacientes submetidos à cirurgia pélvica e abdominal, nos casos em que a contaminação peritoneal possa estar presente. No trabalho de parto ou cesárea, Auropennzr injetável pode ser usado profilaticamente para reduzir a infecção pósoperatória.|AUROPENNZR injectable is indicated in infections caused by susceptible microorganisms. The most common indications are lower and upper respiratory tract infections including sinusitis, otitis media and epiglottite pneumonia bacterial urinary tract infections and pyelonephritis infections intra-abdominal including peritonitis, cholecystitis , Endometritis and cellulite pelvic septicemia bacterial infections of the skin and soft tissues, bone infections and joints and gonococcal infections. AUROPENNZR injectable can also be administered in the perioperative period to reduce the incidence of infections in postoperative injuries in patients undergoing pelvic and abdominal surgery, in cases where peritoneal contamination may be present. In Labor or cesarean section, AUROPENNZR injectable can be used prophylactically to reduce post-peratory infection.|J|J01|J01C|J01C2
bula3805|do uso de amicacina no tratamento de infecções não complicadas do trato urinário, devem ser prescritas doses mais baixas. Devem ser realizados exames bacteriológicos para a identificação do agente causal e sua sensibilidade à amicacina. Amicilonr pode ser introduzido como terapia inicial em casos de suspeita de infecção por Gram-negativos mesmo antes de se obter o resultado do antibiograma. Foi demonstrada, através de estudos clínicos, a eficácia de sulfato de amicacina contra cepas de Gram-negativos resistentes à gentamicina e/ou tobramicina, particularmente Proteus rettgeri, Providencia stuartii, Serratia marcescens e Pseudomonas aeruginosa. A decisão de se continuar ou não a terapêutica com a droga, deverá ser baseada nos resultados dos testes de sensibilidade, gravidade da infecção, resposta do paciente e nas considerações adicionais contidas nas ADVERTÊNCIAS. O sulfato de amicacina mostrou-se eficaz no tratamento de infecções estafilocócicas e pode ser utilizado como terapêutica inicial, sob certas condições, no tratamento de doenças suspeitas ou causadas sabidamente pelo estafilococo tais como, casos graves de infecções causadas por Gram-negativos ou estafilococos, infecções causadas por estafilococos sensíveis em pacientes alérgicos a outros antibióticos e nas infecções mistas por estafilococos e Gram-negativos. No caso de infecções graves como a sepsis neonatal, pode ser indicado o tratamento concomitante com outro antibiótico do tipo penicilina, devido à possibilidade de infecções causadas por microrganismos Gram-positivos, tais como o estreptococos.|The use of amikacin in the treatment of uncomplicated urinary tract infections should be prescribed lower doses. Bacteriological examinations Should be performed to identify the causal agent and its sensitivity to amikacin. Amicilonr may be introduced as initial therapy in cases of suspected Gram-negative infection even before obtaining the result of the Antibiogram. The efficacy of amikacin sulfate against Gram-negative strains resistant to gentamicin and/or tobramycin Was demonstrated through clinical studies, particularly Proteus Rettgeri, Providencia stuartii, Serratia marcescens and Pseudomonas Aeruginosa. The decision to continue or not to drug therapy should be based on the results of the sensitivity tests, the severity of the infection, the patient's response and the additional considerations contained in the WARNINGS. Amikacin sulfate has been shown to be effective in the treatment of staphylococcal infections and may be used as an initial therapy under certain conditions in the treatment of suspected diseases or known to be caused by staphylococci such as severe cases of Infections caused by Gram-negatives or staphylococci, infections caused by sensitive staphylococci in patients allergic to other antibiotics and in mixed infections by Staphylococci and Gram-negatives. In the case of severe infections such as neonatal sepsis, concomitant treatment with another penicillin-like antibiotic may be indicated due to the possibility of infections caused by Gram-positive microorganisms such as streptococci.|J|J01|J01K|J01K0
bula5544|Dicloridrato de pramipexol é indicado para o tratamento dos sinais e sintomas da doença de Parkinson idiopática, podendo ser usado como monoterapia ou associado à levodopa. Também é indicado para o tratamento sintomático da Síndrome das Pernas Inquietas SPI idiopática.|Dihydrochloride of Pramipexole is indicated for the treatment of signs and symptoms of idiopathic Parkinson's disease, which can be used as monotherapy or associated with levodopa. It is Also indicated for the symptomatic treatment of idiopathic SPI Restless Legs Syndrome.|N|N04|N04A|N04A0
bula2278|Flaxinr é indicado para o tratamento e o controle da hiperplasia prostática benigna HPB e para a prevenção de eventos urológicos para  Reduzir o risco de retenção urinária aguda  Reduzir o risco de cirurgias, incluindo ressecção transuretral da próstata e prostatectomia. Flaxinr diminui o tamanho da próstata aumentada, melhora o fluxo urinário e os sintomas associados à HPB. Pacientes que apresentam aumento do volume da próstata são os candidatos mais adequados para a terapia com Flaxinr.|FLAXINR is indicated for the treatment and control of benign prostatic hyperplasia HPB and for the prevention of urologic events to Reduce the risk of acute urinary retention Reduce the risk of surgeries, including transurethral resection of the prostate and Prostatectomy. FLAXINR decreases enlarged prostate size, improves urinary flow and symptoms associated with HPB. Patients who have increased prostate volume are the most suitable candidates for therapy with FLAXINR.|G|G04|G04C|G04C3
bula901|O atenolol  clortalidona é indicado para o controle da hipertensão.|Chlorthalidone Atenolol is indicated for the control of Hypertension.|C|C07|C07B|C07B1
bula3567|Este medicamento é indicado no tratamento de Tinea pedis pé de atleta, Tinea cruris, Tinea corporis e onicomicoses causadas pelo Trychophyton, Epidermophyton e Microsporum candidíase cutânea, Tinea versicolor e cromofitose.|This Medicine is indicated in the treatment of Tinea Pedis athlete's foot, tinea cruris, Tinea Corporis and onychomycosis caused by Trychophyton, Epidermophyton, and cutaneous Microsporum candidiasis, Tinea versicolor and chromophyses.|D|D01|D01A|D01A1
bula2716|Tratamento da endometriose.|Treatment of endometriosis.|G|G03|G03D|G03D0
bula7241|O ácido tranexâmico é indicado no controle e prevenção de hemorragias provocadas por hiperfibrinólise e ligadas a várias áreas como cirurgias cardíacas, ortopédicas, ginecológicas, otorrinolaringológicas, urológicas, neurológicas, em pacientes hemofílicos, hemorragias digestivas e das vias aéreas e também no tratamento do angioedema hereditário.|Tranexamic acid is indicated for the control and prevention of hemorrhages caused by hyperfibrinolysis and linked to several areas such as Cardiac, orthopedic, gynecological, otorhinolaryngological, urological, neurological surgeries in hemophiliacs, digestive and airway hemorrhages and also in the treatment of hereditary angioedema.|B|B02|B02A|B02A1
bula5707|O furoato de mometasona pomada é indicado para o alívio das manifestações inflamatórias e pruriginosas das dermatoses sensíveis aos corticosteroides como psoríase, dermatite atópica e/ou dermatite alérgica de contato.|Mometasone Furoate Ointment is indicated for the relief of inflammatory and pruriginous manifestations of corticosteroid-sensitive dermatoses such as psoriasis, atopic dermatitis and/or allergic contact dermatitis.|D|D07|D07A|D07A0
bula5029|baseia-se primariamente em dados obtidos no tratamento de pacientes não tratados previamente com nucleosídeos e de um pequeno número de pacientes tratados anteriormente com lamivudina ou adefovir. Os pacientes eram adultos HBeAg-positivos e HBeAg-negativos com hepatite B crônica com doença hepática compensada Vide.|It is based primarily on data obtained in the treatment of patients who were not previously treated with nucleosides and a small number of patients previously treated with lamivudine or adefovir. The patients were HBeAg-positive and HBeAg-negative adults with chronic hepatitis B with compensated liver disease Vide.|J|J05|J05C|J05C1
bula5943|O maleato de dexclorfeniramina é indicado para alergia, prurido, rinite alérgica, urticária, picada de inseto, conjuntivite alérgica, dermatite atópica e eczemas alérgicos.|Dexchlorpheniramine Maleate is indicated for allergy, pruritus, allergic rhinitis, urticaria, insect bites, allergic conjunctivitis, atopic dermatitis and allergic eczema.|R|R06|R06A|R06A0
bula6355|SPIRIVA RESPIMAT é indicado para o tratamento de manutenção de pacientes com Doença Pulmonar Obstrutiva Crônica-DPOC incluindo bronquite crônica e enfisema pulmonar, para o tratamento da dispneia associada, melhora da qualidade de vida e redução das exacerbações. SPIRIVA RESPIMAT é indicado também como tratamento adicional de manutenção para melhora dos sintomas da asma, qualidade de vida e redução das exacerbações em pacientes a partir de 6 anos de idade com asma moderada tratados com pelo menos corticosteroides inalatórios ou asma grave tratados com corticosteroides inalatórios e agonistas beta-adrenérgicos de longa duração que permaneçam sintomáticos.|SPIRIVA RESPIMAT is indicated for the maintenance treatment of patients with Chronic Obstructive Pulmonary Disease-COPD including chronic bronchitis and pulmonary emphysema, for the treatment of associated dyspnea, improvement of quality of life and reduction of Exacerbations. SPIRIVA RESPIMAT is also indicated as an additional maintenance treatment for improvement of asthma symptoms, quality of life and reduction of exacerbations in patients from 6 years of age with moderate asthma treated with at least corticosteroids Inhaled or severe asthma treated with Inhaled corticosteroids and long-lasting beta-adrenergic agonists that remain symptomatic.|R|R03|R03K|R03K2
bula2984|ACCUVIT é indicado como antioxidante, e em dietas restritivas e inadequadas de vitaminas C e E.|ACCUVIT is indicated as antioxidant, and in restrictive and inadequate diets of vitamins C and E.|A|A11|A11A|A11A4
